Words,TF-IDF
пилос,0.002200038355766282
элиде,0.002110292651451898
нелей,0.002110292651451898
антимаха,0.002110292651451898
одиссея,0.0019453359935209034
упадают,0.0016500287668247114
гекамеда,0.0016500287668247114
алфея,0.0016500287668247114
изукрашенный,0.0016500287668247114
эпейцы,0.0016500287668247114
махаона,0.0016500287668247114
сок,0.0016500287668247114
противостал,0.0016500287668247114
стрелой,0.001636337138996826
эврипил,0.001636337138996826
волки,0.0015863531762633667
вдоль,0.0014590019951406777
фавзова,0.0014068617676345984
мукою,0.0014068617676345984
сока,0.0014068617676345984
язвой,0.0014068617676345984
антифа,0.0014068617676345984
зверь,0.0014068617676345984
уязвленный,0.0014068617676345984
подлый,0.0014068617676345984
смесь,0.0014068617676345984
бьющий,0.0014068617676345984
молиона,0.0014068617676345984
элеян,0.0014068617676345984
пяту,0.0014068617676345984
временем,0.0014068617676345984
священному,0.0014068617676345984
неумолкный,0.0014068617676345984
ручни,0.0014068617676345984
браздодержцу,0.0014068617676345984
раздающийся,0.0014068617676345984
ифидамас,0.0014068617676345984
агастрофа,0.0014068617676345984
воздымалися,0.0014068617676345984
дондеже,0.0014068617676345984
унялася,0.0014068617676345984
удрученного,0.0014068617676345984
порывами,0.0014068617676345984
гонителя,0.0014068617676345984
ячной,0.0014068617676345984
облаки,0.0014068617676345984
стрела,0.0013887906755653844
бедро,0.0013807916538815588
махаон,0.0013807916538815588
токмо,0.0013807916538815588
быстролетным,0.00122737035900583
поражая,0.00122737035900583
враги,0.00122737035900583
острые,0.00122737035900583
менетид,0.00122737035900583
агамемнон,0.0012212326712999495
своему,0.0012158349959505647
обходил,0.0011897648821975252
конные,0.0011897648821975252
вой,0.0011897648821975252
ранил,0.001162658244093704
одиссей,0.0011443373667135647
ободов,0.001100019177883141
пизандра,0.001100019177883141
побочный,0.001100019177883141
эвемонид,0.001100019177883141
собирая,0.001100019177883141
снидут,0.001100019177883141
горячую,0.001100019177883141
теплой,0.001100019177883141
пронзенные,0.001100019177883141
иногда,0.001100019177883141
возмездие,0.001100019177883141
одиссеем,0.001100019177883141
белого,0.001100019177883141
кебрион,0.001100019177883141
сраженные,0.001100019177883141
враждебного,0.001100019177883141
враждебными,0.001100019177883141
пилосцев,0.001100019177883141
поставила,0.001100019177883141
спешу,0.001100019177883141
семикожный,0.001100019177883141
бросится,0.001100019177883141
река,0.001100019177883141
низвергнул,0.001100019177883141
врачевствами,0.001100019177883141
древко,0.001100019177883141
закатится,0.001100019177883141
умершему,0.001100019177883141
устремить,0.001100019177883141
вступили,0.001100019177883141
раздел,0.001100019177883141
сраженных,0.001100019177883141
ринулся,0.001090891425997884
конных,0.001090891425997884
бегущих,0.001090891425997884
толпою,0.001090891425997884
диомед,0.001085637045204129
сражение,0.0010854844271853663
мечом,0.0010854844271853663
преследовал,0.0010415930066740382
одной,0.0010415930066740382
последнего,0.0010415930066740382
заповедовал,0.0010415930066740382
быстрая,0.0010415930066740382
пешие,0.0010415930066740382
пеший,0.0010415930066740382
вихрям,0.0010415930066740382
падали,0.0010415930066740382
дланях,0.0010415930066740382
кровь,0.0010403066970123315
мимо,0.0009726679967604517
бурную,0.0009726679967604517
добычу,0.0009726679967604517
владыку,0.0009688818700780865
колесницу,0.0009362760273110985
дед,0.0009205277692543725
приамидов,0.0009205277692543725
упадали,0.0009205277692543725
отступал,0.0009205277692543725
ходили,0.0009205277692543725
узнаю,0.0009205277692543725
рассыпались,0.0009205277692543725
правители,0.0009205277692543725
наградой,0.0009205277692543725
мраки,0.0009205277692543725
лев,0.0009205277692543725
пилосский,0.0009205277692543725
постигнут,0.0009205277692543725
фебом,0.0009205277692543725
боль,0.0009205277692543725
камнями,0.0009205277692543725
обращался,0.0009205277692543725
дерзновенных,0.0009205277692543725
обращал,0.0009205277692543725
отразите,0.0009205277692543725
антеноров,0.0009205277692543725
бывших,0.0009205277692543725
эвемона,0.0009205277692543725
нелея,0.0009205277692543725
поражали,0.0009205277692543725
ратоборцев,0.0009205277692543725
боли,0.0009205277692543725
выкуп,0.0009205277692543725
ила,0.0009205277692543725
менетий,0.0009205277692543725
волнует,0.0009205277692543725
рана,0.0009205277692543725
льва,0.0009205277692543725
бурей,0.0009205277692543725
восклицая,0.0009205277692543725
родитель,0.0008683875417482932
стад,0.0008683875417482932
копием,0.0008683875417482932
черная,0.0008634020267596339
ратных,0.0008634020267596339
свергнул,0.0008634020267596339
сразил,0.0008634020267596339
атрида,0.0008351109313661958
бегство,0.000818168569498413
вырвал,0.000818168569498413
стрелу,0.000818168569498413
поразил,0.0008077113388294578
позор,0.0007931765881316834
станьте,0.0007931765881316834
пробежала,0.0007931765881316834
сосца,0.0007931765881316834
приближался,0.0007931765881316834
