Words,TF-IDF
собранье,0.005497556955301146
дары,0.0046492131307934465
примиренья,0.00412316771647586
снедь,0.00412316771647586
обымет,0.0032238871409362917
карают,0.002748778477650573
амброзией,0.002748778477650573
питьем,0.002748778477650573
усталости,0.002748778477650573
невредимо,0.002748778477650573
окрестными,0.002748778477650573
пища,0.002748778477650573
персеида,0.002748778477650573
поклялся,0.002748778477650573
питье,0.002748778477650573
ослепляет,0.002748778477650573
нектаром,0.002748778477650573
исходящих,0.002748778477650573
жаждущий,0.002748778477650573
немощь,0.002748778477650573
царствовать,0.002697841726618705
талфибий,0.002697841726618705
ахиллес,0.0022369589004982773
видела,0.0021492580939575273
обида,0.0021492580939575273
сфенела,0.0021492580939575273
враждой,0.0021492580939575273
эриннии,0.0021492580939575273
клятвой,0.0020351028829440595
пищей,0.0020351028829440595
мирмидонцы,0.0020351028829440595
слуги,0.0019004346531428728
восстав,0.0017985611510791366
уготовить,0.0017985611510791366
ополчался,0.0017985611510791366
поспешили,0.0017985611510791366
брисову,0.0017985611510791366
ложно,0.0017985611510791366
агамемнон,0.001789567120398622
ахиллесу,0.0016869467657132176
свет,0.0016316705787304748
эгиох,0.0015985679664240575
ксанф,0.001549737710264482
сладкой,0.001549737710264482
нашем,0.001549737710264482
клятву,0.001549737710264482
оставила,0.001549737710264482
воздуху,0.001549737710264482
великих,0.001549737710264482
распростертый,0.001549737710264482
коварством,0.001549737710264482
патрокла,0.0015144297432059875
жестокой,0.0014253259898571549
вепря,0.0014253259898571549
тягостной,0.0013743892388252865
управляли,0.0013743892388252865
вооружаюся,0.0013743892388252865
исказят,0.0013743892388252865
пробитые,0.0013743892388252865
случится,0.0013743892388252865
отцовское,0.0013743892388252865
незримо,0.0013743892388252865
хладным,0.0013743892388252865
насытимся,0.0013743892388252865
презренной,0.0013743892388252865
укрепляться,0.0013743892388252865
отвергал,0.0013743892388252865
ослепившей,0.0013743892388252865
мореходцам,0.0013743892388252865
приглашаете,0.0013743892388252865
постарайтеся,0.0013743892388252865
никаким,0.0013743892388252865
тревожь,0.0013743892388252865
рассуждал,0.0013743892388252865
виною,0.0013743892388252865
медленность,0.0013743892388252865
бродящая,0.0013743892388252865
десною,0.0013743892388252865
бодр,0.0013743892388252865
воплями,0.0013743892388252865
любезном,0.0013743892388252865
жажда,0.0013743892388252865
надежда,0.0013743892388252865
крейоновым,0.0013743892388252865
предавать,0.0013743892388252865
армейском,0.0013743892388252865
праздновать,0.0013743892388252865
разостлала,0.0013743892388252865
заглушится,0.0013743892388252865
бурноногий,0.0013743892388252865
хлеба,0.0013743892388252865
насытяся,0.0013743892388252865
поступили,0.0013743892388252865
завяжется,0.0013743892388252865
жесточайшее,0.0013743892388252865
брисова,0.0013743892388252865
отмстим,0.0013743892388252865
безмятежной,0.0013743892388252865
дерзни,0.0013743892388252865
балий,0.0013743892388252865
высочайший,0.0013743892388252865
лезвием,0.0013743892388252865
объясняюся,0.0013743892388252865
просите,0.0013743892388252865
воздыхая,0.0013743892388252865
намерены,0.0013743892388252865
знала,0.0013743892388252865
крушащего,0.0013743892388252865
аргосу,0.0013743892388252865
припрягли,0.0013743892388252865
никакая,0.0013743892388252865
оросила,0.0013743892388252865
многоценною,0.0013743892388252865
властен,0.0013743892388252865
ликомедом,0.0013743892388252865
созданием,0.0013743892388252865
течение,0.0013743892388252865
