Words,TF-IDF
идей,0.0049423393739703465
вестник,0.004392769963748481
кудреглавые,0.004118616144975288
умею,0.00393735584922697
разлучит,0.003776740115915285
выйдет,0.0032948929159802307
антенор,0.0029530168869202275
семикожный,0.0029530168869202275
даровавши,0.0029530168869202275
сожжем,0.0029530168869202275
просторный,0.0025178267439435235
полагали,0.0025178267439435235
предав,0.0025178267439435235
общую,0.0025178267439435235
молитеся,0.0025178267439435235
прибавить,0.0025178267439435235
распрострется,0.0025178267439435235
безвреден,0.0025178267439435235
привозить,0.0025178267439435235
арейфооя,0.0025178267439435235
колесницам,0.0025178267439435235
мертвецов,0.0025178267439435235
заратуем,0.0025178267439435235
единоборства,0.0025178267439435235
преклоните,0.0024711696869851732
покориться,0.0024711696869851732
жребий,0.0024275784845789556
победу,0.0023311985161101213
храбрейших,0.002196595277320154
союзники,0.0021292936579251696
нынешний,0.001968677924613485
снаружи,0.001968677924613485
кончите,0.001968677924613485
ликург,0.001968677924613485
теламонида,0.001968677924613485
сильнейшего,0.001968677924613485
прекратить,0.001968677924613485
ратями,0.001968677924613485
огню,0.0018641140081003245
приятно,0.0017407605719068162
выйти,0.001733984631842111
всемогущему,0.0016474464579901153
сияет,0.0016474464579901153
ратоборство,0.0016474464579901153
внушает,0.0016474464579901153
пергама,0.0016474464579901153
дубравы,0.0016474464579901153
шествует,0.0016474464579901153
оборону,0.0016474464579901153
путь,0.0016474464579901153
железной,0.0016474464579901153
оные,0.0016474464579901153
ратоборца,0.0016474464579901153
мертвых,0.001464256654582827
храме,0.0014195291052834466
глубокое,0.0014195291052834466
обоим,0.0014195291052834466
костер,0.0014195291052834466
услышит,0.0014195291052834466
собственных,0.0014195291052834466
восстала,0.0014195291052834466
кронову,0.0014195291052834466
древа,0.0014195291052834466
печальные,0.0014195291052834466
вывез,0.0014195291052834466
думу,0.0014195291052834466
хранили,0.0014195291052834466
покрывался,0.0014195291052834466
длиннотенным,0.0014195291052834466
воинстве,0.0014195291052834466
дружно,0.0014195291052834466
мореходным,0.0013871877054736888
парис,0.0013055704289301122
победы,0.0013055704289301122
слух,0.0013055704289301122
оружия,0.0013055704289301122
агамемнона,0.0013055704289301122
демон,0.0013055704289301122
елены,0.0013055704289301122
сокровищ,0.0013055704289301122
троянину,0.0012589133719717617
ипсипилы,0.0012589133719717617
