Words,TF-IDF
патрокла,0.005795705125342017
менелай,0.0037581695384944942
светловласый,0.0035690006798096536
алкимедон,0.0024370921146982705
отвел,0.0023376763259965105
форка,0.0023376763259965105
диорид,0.0023376763259965105
арета,0.0023376763259965105
менетида,0.00203942895989123
автомедон,0.0019230407935365347
эвфорб,0.001827819086023703
загона,0.001827819086023703
бранолюбивых,0.001827819086023703
приявши,0.001827819086023703
гиппофооя,0.001827819086023703
тело,0.0017755766228564162
гордого,0.0017572824614011937
эней,0.0016834232656274485
аяксы,0.0016162092121561756
эвфорба,0.0015584508839976735
распаляла,0.0015584508839976735
ласкалось,0.0015584508839976735
возрадовать,0.0015584508839976735
нагое,0.0015584508839976735
тянут,0.0015584508839976735
проглаголал,0.0015584508839976735
покрыться,0.0015584508839976735
меднобляшный,0.0015584508839976735
диореев,0.0015584508839976735
убеждал,0.0015584508839976735
светлокудрый,0.0015384326348292275
стороны,0.0015384326348292275
илионские,0.001529571719918423
увлекли,0.001529571719918423
покрыты,0.001529571719918423
теламона,0.001529571719918423
ополченный,0.001529571719918423
ободрял,0.001529571719918423
бегство,0.0015105434896869067
менелаю,0.00144293422768067
увлечь,0.0013596193065941536
мрачное,0.0013596193065941536
друзей,0.0013529410338580178
гордится,0.0013179618460508954
сопротивных,0.0013179618460508954
антилоха,0.0013179618460508954
автомедона,0.0012185460573491352
этионова,0.0012185460573491352
свирепостью,0.0012185460573491352
бровей,0.0012185460573491352
печальных,0.0012185460573491352
панфоева,0.0012185460573491352
совсем,0.0012185460573491352
пагубном,0.0012185460573491352
отражали,0.0012185460573491352
наполнила,0.0012185460573491352
посылая,0.0012185460573491352
менетидово,0.0012185460573491352
криками,0.0012185460573491352
надеждою,0.0012185460573491352
вепрю,0.0012185460573491352
труда,0.0012185460573491352
устремленный,0.0012185460573491352
слабый,0.0012185460573491352
уставив,0.0012185460573491352
торжествующий,0.0012185460573491352
уверен,0.0012084347917495253
убийственной,0.0012084347917495253
доспехом,0.0011896668932698845
дружине,0.0011538244761219209
пелееву,0.0011538244761219209
приближился,0.001077472808104117
вдали,0.0010732787269151884
сонму,0.0010732787269151884
троянами,0.0010732787269151884
сверкающей,0.0010197144799456153
ах,0.0010197144799456153
менетид,0.0010197144799456153
лев,0.0010197144799456153
псов,0.0010197144799456153
ратоборства,0.001019714479945615
послушал,0.001019714479945615
дышал,0.001019714479945615
вспыхнувши,0.001019714479945615
умертвил,0.001019714479945615
верховный,0.001019714479945615
далеких,0.001019714479945615
первую,0.001019714479945615
уходил,0.001019714479945615
простирает,0.001019714479945615
слабостью,0.001019714479945615
страшном,0.001019714479945615
звероловцев,0.001019714479945615
вспомните,0.001019714479945615
патроклова,0.001019714479945615
мечется,0.001019714479945615
побежденные,0.001019714479945615
пустил,0.001019714479945615
громодержца,0.001019714479945615
рассыпаются,0.001019714479945615
аякс,0.0009941578870176005
менелая,0.0009619561517871133
бурный,0.0009564334484057263
труды,0.0009063260938121441
крепкие,0.0009063260938121441
тела,0.0008947420983158405
влек,0.0008786412307005969
аргивянин,0.0008786412307005969
дерзнул,0.0008786412307005969
обходил,0.0008786412307005969
поражен,0.0008786412307005969
следам,0.0008786412307005969
объявить,0.0008786412307005969
быв,0.0008786412307005969
сначала,0.0008786412307005969
левом,0.0008786412307005969
просадила,0.0008786412307005969
ряду,0.0008786412307005969
врукопашь,0.0008786412307005969
энею,0.0008786412307005969
самим,0.0008786412307005969
хромий,0.0008786412307005969
ревностно,0.0008786412307005969
девкалион,0.0008786412307005969
возниц,0.0008786412307005969
враждебных,0.0008586229815321507
псы,0.0008586229815321507
добычу,0.0008081046060780878
доспех,0.0008066796967689437
герою,0.0008066796967689437
битвы,0.0007929377076786731
скрывается,0.0007792254419988368
