Words,TF-IDF
эней,0.0046795948844123554
посейдон,0.004603087638017831
дардана,0.0034990810231909104
посейдаон,0.0034541354451800466
энея,0.0032255660152045915
анхиза,0.002630335793153046
ахиллес,0.002531160821525398
эхеклу,0.0023327206821272734
претерпит,0.0023327206821272734
обойти,0.0023327206821272734
трос,0.0023327206821272734
дерзости,0.0023327206821272734
возбудивши,0.0023327206821272734
сверх,0.0023327206821272734
тончайшая,0.0023327206821272734
пелиасом,0.0023327206821272734
колкие,0.0023327206821272734
анхизид,0.0023027569634533644
пелеевым,0.0022894937674891886
род,0.002035105571101501
младенца,0.0018239442893518982
приближились,0.0018239442893518982
чудесный,0.0018239442893518982
толп,0.0018239442893518982
стонет,0.0018239442893518982
умею,0.0018239442893518982
запылает,0.0018239442893518982
устремленный,0.0018239442893518982
лаомедон,0.0018239442893518982
олимпийцы,0.0018239442893518982
скакали,0.0018239442893518982
родил,0.001808809543285222
мечом,0.0017998441863124445
толпища,0.0017270677225900233
энеем,0.0015263291783261257
печень,0.0015263291783261257
череп,0.0015263291783261257
пелеев,0.0015263291783261257
гордой,0.0015263291783261257
дротом,0.0015263291783261257
подобны,0.0015263291783261257
царствовать,0.0015263291783261257
потрясающий,0.0015263291783261257
размыслите,0.0015263291783261257
ополченный,0.0015263291783261257
очах,0.0015263291783261257
ног,0.0014398753490499554
две,0.0013566071574639164
быстротою,0.0013566071574639164
дрот,0.0013500729319461675
черновласый,0.001315167896576523
благородному,0.001315167896576523
свободно,0.001315167896576523
разумом,0.001315167896576523
дарданцев,0.001315167896576523
энею,0.001315167896576523
застонал,0.001315167896576523
кровию,0.001315167896576523
грозился,0.001315167896576523
ухо,0.001315167896576523
долу,0.001315167896576523
гордится,0.001315167896576523
арей,0.0012719409819384382
рожден,0.0012095872557017218
пикою,0.0012095872557017218
полкруг,0.0011663603410636367
услаждать,0.0011663603410636367
черногривым,0.0011663603410636367
бедствовать,0.0011663603410636367
колесами,0.0011663603410636367
беспредельную,0.0011663603410636367
носилися,0.0011663603410636367
ускользнув,0.0011663603410636367
явившиесь,0.0011663603410636367
трона,0.0011663603410636367
тьму,0.0011663603410636367
мягкосердечный,0.0011663603410636367
отринтова,0.0011663603410636367
тросом,0.0011663603410636367
выдержать,0.0011663603410636367
виночерпцем,0.0011663603410636367
дальних,0.0011663603410636367
щедрый,0.0011663603410636367
наустил,0.0011663603410636367
чужбине,0.0011663603410636367
податель,0.0011663603410636367
среду,0.0011663603410636367
несогласные,0.0011663603410636367
земледелец,0.0011663603410636367
забрызгались,0.0011663603410636367
зашатавшись,0.0011663603410636367
ифитиона,0.0011663603410636367
кремнистых,0.0011663603410636367
углубилось,0.0011663603410636367
улицу,0.0011663603410636367
неповинный,0.0011663603410636367
энее,0.0011663603410636367
сокровенную,0.0011663603410636367
зева,0.0011663603410636367
увлеченный,0.0011663603410636367
присутственных,0.0011663603410636367
ровесником,0.0011663603410636367
угрожающий,0.0011663603410636367
тмола,0.0011663603410636367
нареченный,0.0011663603410636367
послужат,0.0011663603410636367
лазурными,0.0011663603410636367
бессильны,0.0011663603410636367
отвлечь,0.0011663603410636367
глагола,0.0011663603410636367
гиды,0.0011663603410636367
двинуться,0.0011663603410636367
обезглавленный,0.0011663603410636367
преслушен,0.0011663603410636367
боевого,0.0011663603410636367
оскорблений,0.0011663603410636367
